ISO,Year,Indicator,Description,Source,URL,From,Imputed,Value,Country
BWA,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.018412921652247352,Botswana
CAN,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08192305487949081,Canada
CAN,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08335606601379744,Canada
CAN,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07794931846572939,Canada
CAN,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07891220171556564,Canada
CAN,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07891220171556564,Canada
CAN,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07397121714652981,Canada
CAN,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0744404015166079,Canada
CAN,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08264974100890618,Canada
CAN,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08577794177673094,Canada
CAN,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08354707554616188,Canada
CAN,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0897887044687356,Canada
CAN,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08587989814751086,Canada
CAN,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.09212150593616357,Canada
CAN,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.09212150593616357,Canada
CAN,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.09212150593616357,Canada
CAN,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.1044663496453494,Canada
CAN,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.1027335127138554,Canada
CAN,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.09844011471283674,Canada
CAN,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.09844011471283674,Canada
CAN,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.09844011471283674,Canada
CAN,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.09844011471283674,Canada
CHE,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13093598079976668,Switzerland
CHE,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13070591767851586,Switzerland
CHE,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13070591767851586,Switzerland
CHE,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13070591767851586,Switzerland
CHE,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13070591767851586,Switzerland
CHE,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13070591767851586,Switzerland
CHE,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13070591767851586,Switzerland
CHE,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13070591767851586,Switzerland
CHE,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.13070591767851586,Switzerland
CHE,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.1995285731597065,Switzerland
CHE,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.16402418966065188,Switzerland
CHE,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.16461521863999673,Switzerland
CHE,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.17108432410036356,Switzerland
CHE,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.17149641710909966,Switzerland
CHE,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.17000278555035395,Switzerland
CHE,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.17645105767657826,Switzerland
CHE,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.2104526151394352,Switzerland
CHE,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.20845222535931826,Switzerland
CHE,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.20845222535931826,Switzerland
CHE,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.20845222535931826,Switzerland
CHE,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.20845222535931826,Switzerland
CHL,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02083969695650302,Chile
CHL,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02001735536961198,Chile
CHL,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.022549579457389383,Chile
CHL,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.025035121902755888,Chile
CHL,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.025557640870739896,Chile
CHL,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.025797600975849995,Chile
CHL,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.027989708792750364,Chile
CHL,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02394100459195833,Chile
CHL,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02544604595150216,Chile
CHL,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02544604595150216,Chile
CHL,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02119113750126824,Chile
CHL,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.02179254083774487,Chile
CHL,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.019770235222667625,Chile
CHL,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.01894423185289495,Chile
CHL,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.019529722043778588,Chile
CHL,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.029497551866755744,Chile
CHL,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0219779181818258,Chile
CHL,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05751488224046707,Chile
CHL,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.05751488224046707,Chile
CHL,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.05751488224046707,Chile
CHL,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.05751488224046707,Chile
CHN,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06988408680738807,China
CHN,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06988408680738807,China
CHN,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06988408680738807,China
CHN,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06988408680738807,China
CHN,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0702893501834677,China
CHN,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07221814292088785,China
CHN,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.07724705775211681,China
CHN,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.076164820941636,China
CHN,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08366974787270089,China
CHN,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08869921740878818,China
CHN,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0974214499470832,China
CHN,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0974214499470832,China
CHN,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0974214499470832,China
CHN,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.08840728802671846,China
CHN,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.09363567712099197,China
CHN,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.09427594726156607,China
CHN,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.09369216875092266,China
CHN,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06913747801206338,China
CHN,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06913747801206338,China
CHN,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06913747801206338,China
CHN,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06913747801206338,China
CMR,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.011299463085695495,Cameroon
CMR,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.011299463085695495,Cameroon
CMR,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.011299463085695495,Cameroon
CMR,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.011299463085695495,Cameroon
COL,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04587294097106873,Colombia
COL,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04597981163032053,Colombia
COL,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04446261330938154,Colombia
COL,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04633840878670567,Colombia
COL,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04778748743394804,Colombia
COL,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04725668744946016,Colombia
COL,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.023075742423144432,Colombia
COL,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.043161305037044975,Colombia
COL,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04529651192091649,Colombia
COL,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04628835170364103,Colombia
COL,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05007424625062205,Colombia
COL,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05360840843662152,Colombia
COL,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.045960049436752345,Colombia
COL,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04942766265236135,Colombia
COL,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05053182892965785,Colombia
COL,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05236970337152482,Colombia
COL,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05409839034088941,Colombia
COL,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.051129767319313416,Colombia
COL,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.051129767319313416,Colombia
COL,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.051129767319313416,Colombia
COL,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.051129767319313416,Colombia
CPV,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05305459647012597,Cabo Verde
CPV,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03422681484338468,Cabo Verde
CPV,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04735313826222917,Cabo Verde
CPV,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.008030756087142247,Cabo Verde
CPV,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.042630937880633366,Cabo Verde
CPV,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.06675667566756675,Cabo Verde
CPV,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06675667566756675,Cabo Verde
CPV,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06675667566756675,Cabo Verde
CPV,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.06675667566756675,Cabo Verde
CRI,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04523204644340355,Costa Rica
CRI,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05612110428627498,Costa Rica
CRI,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.05214710062308048,Costa Rica
CRI,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0405499294292995,Costa Rica
CRI,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04559180779969551,Costa Rica
CRI,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.04559180779969551,Costa Rica
CRI,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.04559180779969551,Costa Rica
CRI,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.04559180779969551,Costa Rica
CUB,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2005-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2006-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2007-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2008-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2009-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2010-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2011-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2012-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2013-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2014-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2015-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2016-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2017-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.0,Cuba
CUB,2018-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Cuba
CUB,2019-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Cuba
CUB,2020-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,True,0.0,Cuba
CYP,2000-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.047791745417722055,Cyprus
CYP,2001-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03887798495822665,Cyprus
CYP,2002-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.04630685521846016,Cyprus
CYP,2003-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.051415951309390036,Cyprus
CYP,2004-01-01,GJ1,Share of green manufacturing employment in total manufacturing employment,Valentin Todorov,Not online,MANUAL,False,0.03853020183355572,Cyprus
