ISO,Country,Year,Value,Indicator,From,Description,URL,Source,Region,Continent,Variable Type,Dimension
FRA,France,2011,0.0243296921549156,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Europe,Europe,Full Indicator,Green Economic Opportunities
FRA,France,2012,0.0210281969003892,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Europe,Europe,Full Indicator,Green Economic Opportunities
FRA,France,2013,0.0225599143124916,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Europe,Europe,Full Indicator,Green Economic Opportunities
FRA,France,2014,0.0208816705336427,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Europe,Europe,Full Indicator,Green Economic Opportunities
FRA,France,2015,0.0219146482122261,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Europe,Europe,Full Indicator,Green Economic Opportunities
FRA,France,2016,0.0206671982987772,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Europe,Europe,Full Indicator,Green Economic Opportunities
FRA,France,2017,0.0172200878155873,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Western Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1980,0.008641382621219391,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1981,0.00823206585652685,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1982,0.007908611599297009,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1983,0.00317460317460317,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1984,0.00783085356303837,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1985,0.0077112893275755705,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1986,0.004885496183206111,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1987,0.0038759689922480602,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1988,0.00469483568075117,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1989,0.0393700787401575,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1990,0.0229276895943563,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1991,0.0139372822299652,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1992,0.0188933873144399,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1993,0.0170777988614801,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1994,0.0165631469979296,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1995,0.00478468899521531,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1996,0.0175438596491228,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1997,0.0207100591715976,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1998,0.0185185185185185,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,1999,0.0273972602739726,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2000,0.0162866449511401,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2001,0.0111731843575419,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2002,0.0345622119815668,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2003,0.0287081339712919,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2004,0.0162790697674419,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2005,0.0283018867924528,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2006,0.0164705882352941,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2007,0.0362595419847328,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2008,0.0247933884297521,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2009,0.0321543408360129,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2010,0.0252252252252252,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2011,0.0220440881763527,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2012,0.0292504570383912,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2013,0.0218340611353712,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2014,0.031936127744511,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2015,0.0268948655256724,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2016,0.0190023752969121,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GRC,Greece,2017,0.032171581769437,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Southern Europe,Europe,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1980,0.0123456790123457,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1981,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1982,0.0151515151515152,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1983,0.00719424460431655,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1984,0.00645161290322581,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1985,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1986,0.012987012987013,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1987,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1988,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1989,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1990,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1991,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1992,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1993,0.0140845070422535,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1994,0.0131578947368421,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1995,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1996,0.0113636363636364,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1997,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1998,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,1999,0.0065359477124183,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2000,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2001,0.012396694214876,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2002,0.00970873786407767,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2003,0.0048076923076923106,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2004,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2005,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2006,0.00497512437810945,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2007,0.006666666666666671,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2008,0.01,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2009,0.00497512437810945,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2010,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2011,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2012,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2013,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2014,0.0087719298245614,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2015,0.007547169811320759,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
GTM,Guatemala,2016,0.007547169811320759,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1980,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1981,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1982,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1983,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1984,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1985,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1986,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1987,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1988,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1989,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1990,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1991,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1992,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1993,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1994,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1995,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1996,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1997,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1998,0.0303030303030303,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,1999,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,2000,0.0119047619047619,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,2001,0.005102040816326529,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,2002,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,2003,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,2004,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,2005,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,2006,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
HND,Honduras,2007,0.0,GN1,GGGI REFERENCE,Share patent publications in environmental technology to total patents(Percent),https://www3.wipo.int/ipstats/index.htm?tab=patent,WIPO statistics database. Last updated: December 2018,Central America,America,Full Indicator,Green Economic Opportunities
